eid	pid	name	entity
4483	531898	software-architecture	531898
4484	1229172	apache-camel-for-beginners-learn-by-coding-in-java	1229172
4485	761380	unleash-machine-learning-build-artificial-neuron-in-python	761380
4486	475806	learn-apache-spark-from-scratch	475806
4487	845994	mvvm-in-wpf-survival-guide-from-a-to-z	845994
4488	1246356	software-engineering-software-architecture	1246356
4489	1248896	software-engineering-management	1248896
4490	1255490	uml-software-engineering	1255490
4491	1365480	get-started-with-matlab-simulink-an-intro-for-beginners	1365480
4492	522910	learn-python-face-detection	522910
4493	249130	visual-paradigm-essential	249130
4494	907694	algorithms-and-software-engineering-for-professionals	907694
4495	599316	algorithms-c-concepts-examples-code	599316
4496	325566	data-structures-and-algorithms-in-csharp	325566
4497	51204	learn-apis	51204
4498	1155974	microservices-interview-questions	1155974
4499	447758	data-structures-part-1-lognacademy	447758
4500	41016	scrum-master	41016
4501	746120	java-cryptography-architecture-hashing-and-secure-password	746120
4502	325564	data-structures-and-algorithms-in-java	325564
4503	879886	wie-werde-ich-programmierer	879886
4504	30204	flowchartingcourse	30204
4505	654736	nodejs-api	654736
4506	113030	testing-in-agile	113030
4507	733542	making-sense-of-user-stories	733542
4508	432700	data-structures-and-algorithms-in-java-2	432700
4509	325552	data-structures-and-algorithms-in-c	325552
4510	837748	learning-regular-expression-with-net	837748
4511	58325	learn-binary	58325
4512	34897	api-in-csharp	34897
4513	325562	data-structures-and-algorithms-in-csharp-2	325562
4514	56966	developing-and-measuring-training-the-agile-way	56966
4515	124732	scrum-art-of-the-possible	124732
4516	336258	git-github-training-in-hindi	336258
4517	453654	khoa-hoc-lap-trinh-c-sharp-co-ban-den-nang-cao	453654
4518	160046	pareto-para-programadores-el-eslabon-perdido-del-seniority-mini	160046
4519	1035000	docker-mastery	1035000
4520	1034400	the-complete-jenkins-course-for-developers-and-devops	1034400
4521	551498	entity-framework-tutorial	551498
4522	221674	git-complete	221674
4523	1328642	apache-spark-course-with-java	1328642
4524	977360	learn-devops-infrastructure-automation-with-terraform	977360
4525	645126	learn-devops-continuously-deliver-better-software	645126
4526	1350412	learn-devops-advanced-kubernetes-usage	1350412
4527	1315262	devops-and-continuous-integration-with-jenkins-pipelines	1315262
4528	1120038	the-complete-guide-to-jira-with-real-world-examples	1120038
4529	1001496	git-bootcamp-with-github-learn-step-by-step	1001496
4530	770336	introduction-to-jira	770336
4531	538958	jenkins-continuous-integration-bootcamp	538958
4532	1084120	vim-commands-cheat-sheet	1084120
4533	937388	ci-and-cd-with-aws-codepipeline-jenkins-and-aws-codedeploy	937388
4534	1137616	curso-docker	1137616
4535	1205346	learn-devops-ci-cd-with-jenkins-using-pipelines-and-docker	1205346
4536	760562	git-basic-concept-fundamentals-github	760562
4537	1070458	comprehensive-alexa-skill-development-course	1070458
4538	1241098	learn-aws-lambda-and-the-serverless-framework-hands-on	1241098
4539	1366374	automate-your-infrastructure-using-ansible-and-iac	1366374
4540	221696	git-going-fast	221696
4541	1322294	devops-docker-complete-guide-hands-on-with-practical	1322294
4542	1148834	docker-for-php-developers	1148834
4543	940740	git-y-github-completo-desde-cero	940740
4544	1235212	git-github	1235212
4545	914744	raspberrypibc	914744
4546	786760	learn-brackets-free-open-source-code-editor	786760
4547	1142564	setup-xampp-local-server	1142564
4548	1187146	devops-ci-cd-with-jenkins	1187146
4549	738040	introduction-to-docker	738040
4550	648112	chrome-devtools-web-developers-tutorial	648112
4551	1018986	git-course	1018986
4552	709804	complete-guide-to-build-iot-things-from-scratch-to-market	709804
4553	998620	git-github-gitkraken-version-control-without-command-line	998620
4554	708170	api-introduction-use-javascript-ajax-json-social-connections	708170
4555	672008	learn-to-code-like-a-pro-with-vi-editor	672008
4556	410170	webmaster	410170
4557	852944	learn-devops-scaling-apps-on-premise-and-in-the-cloud	852944
4558	1242466	bash-shell-scripting-tutorial-for-beginners	1242466
4559	1121332	rails-angular-nativescript-apis-e-apicativos-android-ios-e-web	1121332
4560	298108	vagrant-up	298108
4561	953084	git-version-control-training	953084
4562	914446	docker-and-containers-the-essentials	914446
4563	880046	from-0-to-1-the-oozie-orchestration-framework	880046
4564	1032872	vim-training-course-ruby-developers	1032872
4565	1124968	continuous-delivery-on-aws	1124968
4566	948186	team-workflows-in-jira	948186
4567	112078	learn-jira-in-4-hours	112078
4568	734686	intellij-idea-secrets-double-your-coding-speed-in-2-hours	734686
4569	425576	maven-crash-course	425576
4570	1190276	gulp-learning	1190276
4571	629398	green-screen-video-production-for-beginners	629398
4572	817440	teamcity-learn-continuous-integration-jetbrains-teamcity-tutorial	817440
4573	531846	short-and-sweet-next-level-git-and-github-get-productive	531846
4574	863370	get-on-with-git	863370
4575	1010738	docker-flask-course	1010738
4576	484342	short-and-sweet-get-started-with-git-and-github-right-now	484342
4577	799974	thingworx-fundamentals	799974
4578	520022	learn-app-development-with-docker	520022
4579	835824	ubuntu-web-development-setup	835824
4580	920256	docker-swarm-from-beginner-to-advanced-with-docker-cluster-hosting	920256
4581	1171984	one-month-terminal-crash-course	1171984
4582	1046118	intellij-idea-for-java-and-spring-developers	1046118
4583	825452	objetivos-de-desarrollo-sostenible	825452
4584	741888	pcb-design-a-tiny-arduino-in-altium-circuitmaker	741888
4585	1311542	the-ultimate-git-5-day-challenge	1311542
4586	807580	recursos-web-plugins-y-utilidades	807580
4587	755782	learning-akka	755782
4588	1202008	git-e-github	1202008
4589	1394818	a4iot-intro-iot-cloud	1394818
4590	523788	mongodb-tutorial	523788
4591	430682	how-to-improve-website-speed-test	430682
4592	364384	git-compare-branch-merge-rebase	364384
4593	952864	learn-git-by-doing-a-step-by-step-guide-to-version-control	952864
4594	634026	learn-vim-for-beginners	634026
4595	980762	github-tutorial-deutsch	980762
4596	881106	productive-coding-with-webstorm	881106
4597	440566	learn-jira-quickly	440566
4598	789272	curso-de-bioinformatica-com-biopython	789272
4599	926084	mastering-docker	926084
4600	526136	introduction-to-apache-spark-for-developers-and-engineers	526136
4601	575228	sublime-text3	575228
4602	120024	screencast-offsite-faculty-or-team-development	120024
4603	246378	docker-essential-training	246378
4604	879166	shopify-power	879166
4605	504270	wordpress-ecommerce	504270
4606	1045276	the-ultimate-shopify-dropshipping-facebook-ads-course	1045276
4607	667792	ecommerce-wordpress	667792
4608	369762	build-an-ecommerce-website	369762
4609	1028952	ecommerce-for-beginners-become-a-shopify-master-today	1028952
4610	1315748	wordpress-e-commerce-2017-complete-woocommerce-course-1hr	1315748
4611	687242	build-a-woocommerce-ecommerce-t-shirt-store-with-wordpress	687242
4612	1164908	how-to-create-an-e-commerce-website-with-shopify	1164908
4613	1064766	open-an-e-commerce-shop-in-one-day-with-woocommerce-amazon	1064766
4614	861054	build-ecommerce-wordpress-site-with-seo	861054
4615	995922	advanced-shopify-course-for-building-a-professional-store	995922
4616	902392	lojavirtual	902392
4617	1237204	desarrollo-de-tiendas-virtuales-con-wordpress-y-woocommerce	1237204
4618	174116	woocommerce-free	174116
4619	828326	ecommerce-website-store	828326
4620	1042560	wordpress-e-commerce-with-woocommerce-novice-to-store-owner	1042560
4621	1019912	wordpress-e-commerce-build-two-stores-and-a-membership-site	1019912
4622	232292	start-your-online-store-with-shopify-the-complete-guide	232292
4623	662390	how-to-make-an-ecommerce-website-from-scratch-wordpress	662390
4624	857896	how-to-build-an-online-store-for-free	857896
4625	1013914	how-to-build-your-own-ecommerce-website-using-wordpress-from-scratch	1013914
4626	1354706	wordpress-multi-vendor-marketplace-ecommerce-website	1354706
4627	358076	install-storefront-wordpress-theme-integrate-woocommerce	358076
4628	1166906	create-a-professional-ecommerce-website-like-amazon-divi	1166906
4629	314754	opencart-2-0-video-quickstart	314754
4630	818136	creating-e-commerce-websites-with-drupal	818136
4631	318218	ecommerce-starter	318218
4632	546338	crea-tu-negocio-rentable	546338
4633	334320	learn-ultimatum-opencart-theme	334320
4634	499104	create-an-online-store-with-shopify	499104
4635	714334	ferramentas-e-dicas-para-magento	714334
4636	174002	woocommerce	174002
4637	435182	build-an-ecommerce-store-in-less-than-1-hour-with-wordpress	435182
4638	95848	magento-scratch-open-your-first-shop-online-step-by-step	95848
4639	702664	become-a-superhuman-naturally-safely-boost-testosterone	702664
4640	1285624	how-to-build-muscle-and-lose-fat	1285624
4641	999172	build-muscle-without-a-gym-science-based-bodyweight-workout	999172
4642	302400	rapid-fat-loss-challenge	302400
4643	78284	lose-fat-and-keep-it-off	78284
4644	424566	look-younger-live-longer-triple-testosterone	424566
4645	1102754	six-pack	1102754
4646	868546	build-the-ultimate-male-body	868546
4647	954134	getting-in-shape-the-basics	954134
4648	763560	get-ripped-and-workout-at-home-without-weights-or-gym	763560
4649	852058	whey-protein	852058
4650	544398	honest-six-pack-abs-lose-those-last-few-inches-of-belly-fat	544398
4651	233260	15-minute-hell	233260
4652	496276	kettlebell	496276
4653	239382	turnaroundfitness	239382
4654	1076630	fit-fu-cardio-kung-fu	1076630
4655	823930	lower-back-pain-relaxation-and-therapeutic-exercise	823930
4656	549518	fitness-for-beginners	549518
4657	757370	best-weight-loss-methods-for-faster-fat-loss	757370
4658	802172	earn-a-lean-physique-a-complete-training-and-nutrition-plan	802172
4659	763568	15minuteweightloss	763568
4660	666096	reiki-qualification	666096
4661	536434	beginners-pull-up-tutorial-develop-an-impressive-upper-body	536434
4662	535084	5-advanced-weight-training-methods	535084
4663	790790	onebetterfatloss	790790
4664	299844	tai-chi-in-paradise	299844
4665	910098	gym-training	910098
4666	964234	ultimate-body	964234
4667	740662	fitness-practitioner-by-drzsu	740662
4668	1177430	vegan-bodybuilding	1177430
4669	544730	wake-up-a-morning-routine-for-daily-energy	544730
4670	799746	the-over-40-fat-loss-solution-no-weights-no-torture-diets	799746
4671	46182	sleep-hacking-101-have-more-energy-spend-less-time-in-bed	46182
4672	809522	37-intermediate-health-fat-burning-hacks	809522
4673	1282484	acupressures-top-5-points-for-relieving-stress-anxiety	1282484
4674	224498	qi-gong-for-health-and-healing	224498
4675	985790	herbalism-medicine-making	985790
4676	179372	shoulder-neck-pain	179372
4677	79096	acupressure-academy-be-healthy-with-chinese-massage-points-trainer	79096
4678	633008	sleep-hacking-get-better-rest-in-less-time	633008
4679	293170	award-winning-isla-verde-spa-relaxation-massage-masterclass	293170
4680	958350	the-science-of-body-mind-spirit	958350
4681	281000	posturecise-how-to-create-a-healthy-posture-habit-for-life	281000
4682	778176	heal-your-eyes-the-natural-way-a-way-to-improve-your-vision	778176
4683	734640	reverse-your-type-2-diabetes-naturally-in-30-days	734640
4684	542748	basic-bone-healing	542748
4685	594390	how-to-get-rid-of-your-back-pains-in-just-5-days	594390
4686	999988	the-acupressure-masterclass-for-maximal-pain-relief	999988
4687	751432	the-sitting-solutions-for-the-busy-professional	751432
4688	1029442	home-remedies	1029442
4689	352508	habitsandhappiness2	352508
4690	860790	get-better-sleep-now	860790
4691	813976	testosterone	813976
4692	1183666	health-fitness-30-minute-guide-to-supercharge-your-life	1183666
4693	333946	chakra-balancing-healers-course	333946
4694	430228	sit-less-move-more-office-desk-exercise-to-improve-posture	430228
4695	746108	alexander-technique-introduction	746108
4696	1094250	restoring-deep-sleep-to-enhance-your-health	1094250
4697	788168	chi-kung-qigong-for-diabetes	788168
4698	505796	learn-secret-chinese-exercises-live-energized-happy-now	505796
4699	1323054	free-research-based-natural-home-remedies-that-work	1323054
4700	420518	hypnosis-get-ready-to-stop-smoking	420518
4701	293310	thai-massage-masterclass	293310
4702	296558	3-steps-to-a-pain-free-back	296558
4703	751902	the-body-energy-clock-harnessing-the-chinese-qi-clock	751902
4704	969242	shiatsu-for-exhausted-office-workers	969242
4705	654392	the-5-element-theory-how-to-enhance-health-and-healing	654392
4706	352268	aromatherapy-formulation-secrets-revealed	352268
4707	600128	how-to-have-extraordinary-sleep-wake-up-energized-happy	600128
4708	262796	lose-weight	262796
4709	284382	award-winning-isla-verde-spa-hot-stones-massage-masterclass	284382
4710	264788	ayurveda101	264788
4711	800544	how-to-be-a-healthy-entrepreneur	800544
4712	522458	soporte-vital-basico	522458
4713	463840	what-is-acupressure	463840
4714	568046	qigong-for-sleep-problems	568046
4715	736882	orofacial-myofunctional-therapy	736882
4716	213200	the-christian-way-to-a-healthier-lifestyle	213200
4717	434130	mini-yoga-para-la-salud-desde-la-perezosa	434130
4718	971482	discover-rebt-the-modern-effective-therapy-system	971482
4719	870998	cbt-for-depression-anxiety-phobias-and-panic-attacks	870998
4720	697610	reiki-and-acupressure-for-anxiety-and-depression	697610
4721	1091520	cognitive-behavioural-therapy-online-course-cbt-practitioner-course	1091520
4722	1129210	integrative-wellness-model-the-modern-approach-to-wellbeing	1129210
4723	902524	how-to-stop-worrying-without-taking-drugs	902524
4724	248826	train-to-be-your-own-counsellor-cbt-therapist	248826
4725	1118722	brain-foods-boost-your-mental-performance-with-brain-foods	1118722
4726	114694	adhd-mastery-training-turn-symptoms-into-strengths	114694
4727	479138	your-soul-is-calling	479138
4728	1221956	cbt-life-coach-certification	1221956
4729	1183026	adhd-focus-motivation-course	1183026
4730	791230	gain-your-reiki-level-1-certification	791230
4731	1020676	porn-addiction	1020676
4732	1145256	instant-mind-power	1145256
4733	225126	how-to-reprogram-your-mind-in-60-seconds-or-less	225126
4734	774950	stress-busting-your-simple-guide-to-managing-stress	774950
4735	1166522	cognitive-behavioural-therapy-cbt-online-course-an-introduction-to	1166522
4736	757544	brainspotting-by-david-grand	757544
4737	1044006	mindfulness-for-ocd	1044006
4738	865918	how-to-think-and-use-your-mind-by-drzsu	865918
4739	499088	learn-to-thrive-with-adult-adhd	499088
4740	901100	gain-your-foundation-certificate-in-hypnosis	901100
4741	762404	instant-hypnosis-re-train-your-mind-for-entrepeneur-success	762404
4742	235400	fundamentals-of-hypnotherapy	235400
4743	1027802	become-a-registered-counsellor-in-australia	1027802
4744	998624	mind-fullness-to-mindfulness	998624
4745	568166	qigong-for-anxiety-and-depression	568166
4746	355654	stress-relief	355654
4747	552884	psiquiatria	552884
4748	320284	stress-disease1	320284
4749	614142	losebellyfat	614142
4750	496280	intermittent-fasting	496280
4751	169560	the-best-diet-in-the-world-reasonable-eating	169560
4752	496278	paleodiet	496278
4753	282918	slim-healthy-fasting-diet	282918
4754	922792	how-we-lost-the-weight	922792
4755	658066	asian-slim-secrets-101	658066
4756	660446	self-control-psychology-diet	660446
4757	435764	weightloss	435764
4758	371912	asian-slim-secrets-201	371912
4759	445854	sugar-detox-learn-to-snack-sugar-free-reduce-cravings	445854
4760	948052	night-shift	948052
4761	905286	doing-a-5-day-deep-fast-improve-mind-body	905286
4762	208726	closecombattraining	208726
4763	1229094	learn-the-ip-man-wooden-dummy-wing-chun-form	1229094
4764	225172	scientificselfdefense	225172
4765	762910	introduction-to-non-lethal-self-defense	762910
4766	375288	learn-to-fight-get-fit-boxing-kickboxing-self-defense	375288
4767	253786	jkd-the-way-off-intercepting-fist	253786
4768	556534	boxing-learn-how-to-box-like-a-pro	556534
4769	235468	non-fighters-guide-to-self-defense	235468
4770	41403	how-to-save-your-life-in-60-minutes	41403
4771	312464	bullets-bats-blades	312464
4772	1240884	wing-chun-form-level-1-siu-lim-tao-free	1240884
4773	1260874	learn-wing-chun-at-home-wing-chun-lessons-and-techniques	1260874
4774	247266	free-wing-chun-forever	247266
4775	142014	martial-arts-basic	142014
4776	786550	wing-chun-siu-nim-tao-first-form	786550
4777	239640	first-aid2	239640
4778	266780	natural-medicine-survival-guide	266780
4779	206674	cardio-pulmonary-resuscitation-cpr	206674
4780	274556	basic-life-support	274556
4781	864546	osha-safety-pro-deadly-concrete-dust-crystalline-silica	864546
4782	833568	osha-safety-pro-personal-protective-equipment	833568
4783	687492	cpr-cojc	687492
4784	754576	emergency-life-support	754576
4785	824318	osha-safety-pro-hearing-protection-program	824318
4786	805258	osha-safety-pro-trenching-excavation-soil-mechanics	805258
4787	855008	osha-safety-pro-transport-safety-part-396-of-the-fmcsa	855008
4788	889692	osha-safety-pro-mutcd-work-zone-traffic-control	889692
4789	184124	how-to-breakdance-for-beginners	184124
4790	1171110	the-art-of-energy-healing	1171110
4791	567538	meditation-for-beginners-learn-to-be-free-from-anxiety-now	567538
4792	722462	mindfulness-meditation	722462
4793	1253772	learn-to-meditate	1253772
4794	761704	abhyasa-summary	761704
4795	67882	what-is-yoga-as-meditation	67882
4796	814964	howtomeditateeasily	814964
4797	1166482	learn-meditation-theory-practice	1166482
4798	199074	taoist-stress-reduction-qigong-meditation	199074
4799	697066	everydaymindfulness	697066
4800	293648	chakra-dance-and-meditate-the-fun-way-to-renewed-health	293648
4801	144744	energy-care-for-empaths	144744
4802	818240	one-minute-meditation	818240
4803	613214	practical-mindfulness	613214
4804	1056520	mindfulness-through-meditation-a-simple-beginners-guide	1056520
4805	550920	introduction-to-qi-gong	550920
4806	64143	certificate-in-ericksonian-hypnotherapy	64143
4807	1264544	free-aromatherapy-using-essential-oils-in-your-daily-life	1264544
4808	1337638	instant-eyesight	1337638
4809	299618	award-winning-isla-verde-spa-deep-tissueadvanced-techniques	299618
4810	363908	certified-hipaa-security-professional-chsp	363908
4811	769800	award-winning-isla-verde-spa-luxury-spa-facial-course	769800
4812	624548	acute-respiratory-failure	624548
4813	1105102	aws-certified-solutions-architect-associate-practice-tests	1105102
4814	1165258	salesforce-administrator-certification-practice-tests	1165258
4815	878110	comptia-a-certification-902-the-total-course	878110
4816	1105302	aws-certified-developer-associate-2017-practice-tests	1105302
4817	422702	aws-certified-sysops-administrator-associate	422702
4818	642612	comptia-network-certification-n10-006-the-total-course	642612
4819	877160	comptia-a-certification-901-the-total-course	877160
4820	362328	aws-certified-solutions-architect-associate	362328
4821	393306	aws-certified-developer-associate	393306
4822	693700	salesforce-administrator	693700
4823	948368	cisco-ccna-200-125-the-complete-course	948368
4824	802578	70534-azure	802578
4825	10812	ccna-on-demand-video-boot-camp	10812
4826	209610	the-complete-ccna-200-120-course	209610
4827	1324596	certified-information-systems-security-professional-cissp-t	1324596
4828	1172114	linux-academy-aws-certified-solutions-architect-associate-free	1172114
4829	802574	70532-azure	802574
4830	1002324	comptia-a-certification-220-901-practice-tests	1002324
4831	1047846	aws-certified-associate-architect-developer-sysops-admin	1047846
4832	1002342	comptia-network-certification-n10-006-practice-tests	1002342
4833	1127784	pass-the-itil-foundations-exam	1127784
4834	665152	mastering-agile-scrum-project-management-pmi-rep	665152
4835	1115290	curso-online-certificacao-linux-lpic1-comptia	1115290
4836	1002336	comptia-a-certification-220-902-practice-tests	1002336
4837	1186464	70-534-architecting-microsoft-azure-solutions-practice-tests	1186464
4838	587346	preparatorio-para-certificacao-itil-foundation	587346
4839	1135330	aws-certified-solutions-architect-guide-question-bank-i	1135330
4840	16429	ccnpallinone	16429
4841	802576	70533-azure	802576
4842	1076296	itilfoundations	1076296
4843	889978	cisco-ccna-ccent-or-icnd1-100-105-the-complete-course	889978
4844	1079760	bitcoin-certification	1079760
4845	1343890	google-cloud-architect-certifications	1343890
4846	1203374	ccna-complete	1203374
4847	693698	salesforce-platform-app-builder	693698
4848	27970	ccnasecurityvideobootcamp	27970
4849	403190	cisco-ccna-200-120-labs-gateway-to-success	403190
4850	1277804	python-for-network-engineers-netmiko-napalm-pyntc-telnet-ssh-automate	1277804
4851	609178	it-security-fundamentals-comptia-security-2015	609178
4852	1344518	laravel-55-full-course-build-a-world-class-web-project	1344518
4853	864146	agile-crash-course	864146
4854	1198532	2-aws-certified-solutions-architect-guide-question-bank	1198532
4855	297996	comptia-security-certification-sy0-401-2014-objectives	297996
4856	549998	oracle-sql-12c-become-an-sql-developer-with-subtitle	549998
4857	1225172	rick-crisci-vca6	1225172
4858	1302896	it-fundamentals-fc0-u51-the-total-course	1302896
4859	748852	informatica-tutorial-beginner-to-expert-level	748852
4860	973326	microsoft-server-2016-mcsa-industry-labs	973326
4861	1168192	aws-certified-solutions-architect-associate-exam	1168192
4862	630716	project-based-salesforce-admin-adv-admin-hands-on-training	630716
4863	276788	red-hat-certified-system-administrator-exam-ex200-rhcsa	276788
4864	923290	learn-aws-the-hard-way	923290
4865	586902	become-a-production-sql-server-administrator	586902
4866	949346	sharepoint-2016-tutorial-online-365	949346
4867	891644	office-365-administration-exam-70-346	891644
4868	487624	ccnp-security-300-206_senss-with-b-s-deshwal-ccie-37094	487624
4869	1180626	hp-uft-qtp-latest-version	1180626
4870	1236542	build-an-app-in-less-than-60-minutes-using-react-native	1236542
4871	269394	istqb-certified-tester-foundation-level-ctfl	269394
4872	447734	svg-animation	447734
4873	670712	sql-server-administration-part1	670712
4874	864282	sql-server-reporting-services-part-1-ssrs	864282
4875	823888	aws-arquitecto-de-soluciones-certificado-asociado	823888
4876	1081276	cisco-ccnp-switch-300-115-the-complete-course	1081276
4877	1007632	centos-7-system-engineer-complete-course	1007632
4878	1025702	comptia-network-cert-n10-006-full-course	1025702
4879	278482	101-cisco-ccna-labs	278482
4880	1250764	automation-testing-using-selenium-katalon-studio	1250764
4881	1191968	aprende-a-programar-en-java	1191968
4882	830880	sql-server-administration-part-3	830880
4883	1016734	cisco-ccent-icnd1-100-105-complete-course-sims-and-gns3	1016734
4884	1029288	csa-certificate-of-cloud-technology-security-knowledge-ccsk	1029288
4885	622466	learn-salesforce-apex-basic-to-advance	622466
4886	668140	servicenow-101-administration	668140
4887	1158610	aws-developer-associate-training	1158610
4888	681866	javatutorial	681866
4889	1298946	become-linux-administrator-in-7-days-get-your-dream-job	1298946
4890	968482	aws-certified-sysops-administrator-associate-level	968482
4891	700540	sql-server-administration-part-2	700540
4892	964134	the-complete-walkthrough-of-microsoft-azure-services	964134
4893	1137442	ccna-bootcamp-from-beginner-to-advance	1137442
4894	1008976	aws-cloudformation	1008976
4895	869464	cisa-certified-information-systems-auditor	869464
4896	749838	certified-information-security-manager-cism	749838
4897	918132	sql-server-reporting-services-part-2-ssrs	918132
4898	1060982	software-architecture-and-design	1060982
4899	855228	istqb-agile-testing	855228
4900	764626	learn-aspnet-core-mvc-web-apis-ef-core-bonus-ios-app	764626
4901	779948	cisco-ccnp-route-300-101-the-complete-course	779948
4902	120058	redes-con-equipos-cisco-ccna-200-120	120058
4903	775920	builddeploytest-with-tfs-2015	775920
4904	315996	mta-windows-server-administration-fundamentals	315996
4905	438970	c-c-python-ruby-java-html5-php-programming-for-beginners	438970
4906	375054	software-testing-qtp-tutorial-advanced-automated-framework	375054
4907	841120	cisco-packet-tracer-ccna-labs-adventure-1	841120
4908	906690	mikrotik-labs-for-beginners	906690
4909	661602	the-complete-itil-foundations-certification-course	661602
4910	181890	comptia-220-801	181890
4911	418320	complete-c-programming-step-by-step-tutorial	418320
4912	949718	automation-testing-hp-uft-unified-functional-testing-qtp	949718
4913	809760	linux-lpic-1-certification-complete-course	809760
4914	359100	ccna-cisco-200-125-exam-complete-guide	359100
4915	387152	wireshark-wcna	387152
4916	738842	the-complete-etl-testing-course	738842
4917	425504	microsoft-ssis	425504
4918	1102458	aws-certified-security-specialty	1102458
4919	565612	build-your-app-using-salesforce	565612
4920	787050	tableau-92-93-new-features	787050
4921	239888	itil-v3-foundation-training	239888
4922	481798	ccna-icnd1-100-101	481798
4923	1022012	web-service-testing-using-apache-httpclient	1022012
4924	891822	sql-server-administration-sql-server-integration-services	891822
4925	708758	cisco-ccna-kiel	708758
4926	50274	learn-how-to-do-hex-conversions-in-under-30-seconds	50274
4927	743688	curso-preparatorio-para-certificacao-aws-developer-associate	743688
4928	631746	mpls-fundamentals-for-cisco-ccnp-real-world	631746
4929	1011002	aspnet-core-mvc	1011002
4930	142466	istqb-certified-tester-foundation-level-training	142466
4931	630982	ccna-routing-and-switching-the-easy-certification-guide	630982
4932	825268	qt-c-gui-tutorial-for-beginners	825268
4933	573982	informatica-power-center-administration	573982
4934	999822	apache-log4j-tutorial	999822
4935	989204	cisco-application-centric-infrastructure-technical-deep-dive	989204
4936	873988	sql-server-administration-getting-a-job	873988
4937	799306	ios-animation-with-swift	799306
4938	604720	web-hacking	604720
4939	674068	basic-linux-administration-in-3-hours	674068
4940	763080	salesforce-administrator-certification-course	763080
4941	362166	itil-2011-foundation-exam-training	362166
4942	1093350	itil-v3-foundations-fundamentals-definitions-part-1	1093350
4943	960368	istqb-advanced-level-test-manager-ctal	960368
4944	653262	ibm-bluemix	653262
4945	829656	tfs-2015-dev-and-qa-focused	829656
4946	1152164	server-administration-fundamentals-server-sk0-004	1152164
4947	853584	salesforce-lightning-framework	853584
4948	956404	programming-101	956404
4949	1162310	practice-test-aws-certified-solutions-architect-associate	1162310
4950	955730	big-data-internship-program-part-2-data-ingestion	955730
4951	83464	ip-adressing-and-subnetting	83464
4952	468138	typescript	468138
4953	966832	ccna-icnd2-cisco-labs	966832
4954	60346	newccnax-200-120	60346
4955	8332	ccna-boot-camp	8332
4956	997894	the-ultimate-guide-in-becoming-a-sql-server-dba	997894
4957	658590	ccna-routing-and-switching-200-120	658590
4958	1205482	ccna-bgp-configuration-and-troubleshooting-exam-preparation	1205482
4959	15036	ccnasecuritypreview	15036
4960	472066	brackets	472066
4961	238828	ccna-security	238828
4962	856614	how-to-become-agile	856614
4963	943296	understanding-docker-performing-selenium-automation	943296
4964	572850	cisco-engineer-ccna-course-blueprint-101	572850
4965	377116	cisco-ccna-network-fundementals-chapter-1	377116
4966	680886	microsoft-dynamics-crm-introduction-course	680886
4967	838602	aws-certified-solutions-architect-associate-in-30-days	838602
4968	758738	salesforce-apex-rest-webservice-with-custom-app-development	758738
4969	555324	70-461-session-1-querying-microsoft-sql-server-2012	555324
4970	374328	cisco-ccna-spanning-tree-basics	374328
4971	145484	ccnpswitch	145484
4972	748408	sql-development-for-beginners	748408
4973	599828	istqb-certified-tester-foundation-level-ctfl-preparation-exam-review	599828
4974	57153	pass-the-cisco-ccna-voice-icomm-exam	57153
4975	508228	salesforce-development-and-administration-for-beginners	508228
4976	702806	selenium-csharp-and-java-titbits	702806
4977	638404	oracle-11g-certified-professional-exam-prep-i	638404
4978	378094	cisco-ccna-network-fundamentals-final	378094
4979	790516	ccnp-routing-protocols-labs	790516
4980	975762	exchange-server-2016-learn-to-become-expert	975762
4981	1236626	aws-solution-architect-associate	1236626
4982	89340	learn-isis-for-ipv4-and-ipv6	89340
4983	86712	ccnproute	86712
4984	638936	oracle-11g-certified-professional-exam-prep-ii	638936
4985	530022	sas-programming-for-beginners	530022
4986	283620	mastering-data-integration-etl-with-pentaho-kettle-pdi	283620
4987	1044312	free-network-plus-practice-questions	1044312
4988	593750	become-a-salesforce-consultant	593750
4989	1351964	gcp-google-cloud-platform-concepts	1351964
4990	453144	python-crash-course-for-absolute-beginners	453144
4991	52700	overview-of-vlans-access-list-nat-bonus-material	52700
4992	369146	cisco-ccna-getting-started	369146
4993	426838	bdd-with-selenium-webdriver-and-speckflow-using-c	426838
4994	1120244	ccna-vlogs-pass-your-ccna-200-125-icnd1-or-icnd2-exam	1120244
4995	956090	apache-kafka-tutorial-for-beginners	956090
4996	987356	microsoft-70-243-administering-deploying-system-center2012	987356
4997	452576	learn-complete-html5-and-css3-from-scratch	452576
4998	1176232	product-management-fundamental	1176232
4999	610546	learning-linux-essentials-taking-your-first-steps-in-linux	610546
5000	8420	ccnp-route-on-demand-video-boot-camp	8420
5001	1360384	hdpcd-spark-using-python-pyspark	1360384
5002	709288	salesforce-change-and-release-management-a-complete-guide	709288
5003	559028	sensu-introduction	559028
5004	386766	certified-healthcare-it-professional-chtp	386766
5005	555382	70-461-session-3-querying-microsoft-sql-server-2012	555382
5006	780352	mongodb-tutorial-for-beginners	780352
5007	720750	java-8-fundamentos-teoricos-e-orientacao-a-objetos	720750
5008	679242	framework-development-with-selenium-csharp-advanced	679242
5009	843622	become-an-aws-certified-solutions-architect-associate	843622
5010	799862	linux-rc	799862
5011	675026	oracle-11g-certified-professional-exam-prep-iii	675026
